brand,color,cpu_brand,cpu_core_number,cpu_main_frequency,depth,disk_capacity,disktype,foldability,goods_status,gpu_brand,gpu_series,height,intelligence,max_memory_capacity,memory_capacity,memory_slot_number,memory_type,mtm_number,os,pre_installed_software,price,product_cate1,product_cate2,product_item_name,product_name,ram,rom,scene,screen_size,screen_type,series,service_description,size,stock_number,target_audience,time_to_market,uid,url,video_card_type,width
,,,,,,,,,上架,,,,,,,,,102001531,,,2550,服务,电脑服务,恢复,m4硬件开盘数据恢复1t以下-拷贝活动版,,,,,,,此产品需联系在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！服务热线：4009908888按4按5按2,,28,,2017-06-13,157,https://item.lenovo.com.cn/product/93721.html,,
microsoft,,,,,,,,,上架,,,,,,,,,38018829,,,498,软件,应用软件,office正版,microsoft+365+家庭版1年,,,,,,,,,32767,,2018-07-23,213,https://item.lenovo.com.cn/product/1001890.html,,
,,,,,,,,,上架,,,,,,,,,102001532,,,3050,服务,电脑服务,恢复,m4硬件开盘数据恢复服务1t以上-拷贝活动版,,,,,,,此产品需联系在线客服帮您提供具体方案，请勿自行下单支付，否则无法享受服务。下单时，请您务必正确填写客服经理编码，以便为您提供服务！服务热线：4009908888按4按5按2,,2030,,2017-06-21,159,https://item.lenovo.com.cn/product/93908.html,,
thinkpad,,,,,,,,,上架,,,,,,,,,4X40Q26383,,,499,礼品箱包,包,背包,thinkpad+时尚商务双肩包,,,,,,,,,0,商务人士,2018-07-30,219,https://tk.lenovo.com.cn/product/1002020.html,,
联想,,,,,,,移动硬盘,,上架,,,,智能数码,,1,,,GXB0H14196,,,349,电脑配套设备,电脑组件,硬盘,联想+usb3.0+移动硬盘f308+黑+1tb,,,,,,,,,98,,2018-02-28,175,https://item.lenovo.com.cn/product/100703.html,,
联想,,,,,,,,,上架,,,,智能数码,,,,,GXH0K79369,,,199,家用电器,环境调节电器,空气净化器,联想智能车载空气净化器ca10（黑）,,,,,,,,,112,,2018-08-02,221,https://item.lenovo.com.cn/product/1002105.html,,
摩影,黑色,,,,11.0,,,,上架,,,153.0,,,,,,ASMPRJTBLKCN,,,1999,综合办公用品,文印投影,投影仪,摩影-投影模块+黑色,,,,,,,,153.0*74.0*11.0mm,0,,2018-04-04,177,https://item.lenovo.com.cn/product/1000145.html,,74.0
联想,,,,,,,,,上架,,,,智能数码,,,,,888019181,,,369,电脑配套设备,转接器及线材,转换器,联想usb-c拓展坞 lx0801,,,办公,,,,,,163,商务人士,2018-08-14,227,https://item.lenovo.com.cn/product/1002255.html,,
,,,,,,,,,下架,,,,,,,,,38015534,,,129,服务,电脑服务,延保,thinkcentre+延长1年基础保修,,,办公,,,,ThinkCentre分体台式机主要部件延长1年保修期，全国联保、原厂部件、免费维修，,,7899,"学生,商务人士",2018-04-19,179,https://tk.lenovo.com.cn/product/1000250.html,,
yoga,,Intel,,1.6GHz,13.95,512,固态硬盘,,下架,,,323.0,,,8,,ddr4,81EQCTO1WW,Windows+10+家庭中文版,正版office家庭和学生版2016,19999,电脑,笔记本,笔记本,yoga++13.9英寸触控笔记本+暮光咖,,,,13.9英寸,,,,323.0*223.5*13.95mm,0,,2018-08-22,233,https://item.lenovo.com.cn/product/1002297.html,集成显卡,223.5
联想,,,,,,,,,上架,,,,,,,,,102001519,,,99,服务,电脑服务,安装,【lenovo+专家1对1】重装系统,,,,,,,本服务通过远程控制桌面进行重装系统操作，让电脑重新恢复活力，速度更快；清除电脑存在的潜在威胁，让你的数据更安全（注：此产品不包含正版系统的激活），,,32767,,2018-06-07,181,https://item.lenovo.com.cn/product/1000630.html,,
thinkplus,,,,,,,,,上架,,,,,,,,,4Y50Q90262,,,149,电脑配套设备,电脑外设,鼠标,thinkplus+便携蓝牙鼠标,,,,,,,,,0,,2018-08-28,235,https://tk.lenovo.com.cn/product/1002313.html,,
thinkplus,倩影红,,,,,,,,下架,,,,,,,,,36002927,,,159,配件,充电类,充电器,thinkplus+随身充+倩影红+cta12,,,,,,,,,2,,2018-07-10,183,https://tk.lenovo.com.cn/product/1000887.html,,
指思,,,,,,,,,下架,,,,智能数码,,,,,888019657,,,269,电脑配套设备,电脑外设,鼠标,指思智能指纹鼠标(铅黑)(兑换专用),,,,,,,,,92,,2018-09-29,237,https://item.lenovo.com.cn/product/1002707.html,,
,,,,,,,,,下架,,,,,,,,,38018833,,,549,服务,电脑服务,延保,thinkpad+2年基础保修（t/x/a）,,,,,,,ThinkPad+T/X/A增加1年基础保修（送修）;到货后3个工作日内完成注册保修服务，客服电话：4008901566转5,,676,,2018-07-19,185,https://tk.lenovo.com.cn/product/1001823.html,,
,,,,,,,,,下架,,,,智能数码,,,,,30120074,,,159,服务,电脑服务,维修检测,联想hv05车载充气泵快速充气胎压检测照明,,,,,,,车载充气泵,,242,,2018-10-11,245,https://item.lenovo.com.cn/product/1002796.html,,
,,,,,,,,,下架,,,,,,,,,38018836,,,1098,服务,电脑服务,延保,thinkpad+3年基础保修（t/x/a）,,,,,,,ThinkPad+T/X/A增加2年基础保修（送修）;到货后3个工作日内完成注册保修服务，客服电话：4008901566转5,,153,,2018-07-19,189,https://tk.lenovo.com.cn/product/1001826.html,,
,,,,,,,固态硬盘,,下架,,,,,,,,,16009220,,,449,电脑配套设备,电脑组件,硬盘,128g固态硬盘升级服务msata,,,,,,,,,0,,2018-10-16,249,https://item.lenovo.com.cn/product/1002839.html,,
,,,,,,,,,下架,,,,,,,,,38018845,,,369,服务,电脑服务,延保,thinkpad+2年基础保修（e/s/r/l）,,,,,,,ThinkPad+E/S/R/L增加1年基础保修（送修）;到货后3个工作日内完成注册保修服务，客服电话：4008901566转5,,196,,2018-07-19,193,https://tk.lenovo.com.cn/product/1001831.html,,
联想,,,,,,,,,下架,,,,智能数码,,,,,30120007,,,99,电脑配套设备,转接器及线材,充电线,联想hc05一拖三多功能车载充电器,,,,,,,,,785,,2018-10-18,253,https://item.lenovo.com.cn/product/1002911.html,,
,,,,,,,,,下架,,,,,,,,,38018848,,,738,服务,电脑服务,延保,thinkpad+3年基础保修（e/s/r/l）,,,,,,,ThinkPad+E/S/R/L增加2年基础保修（送修）;到货后3个工作日内完成注册保修服务，客服电话：4008901566转5,,195,,2018-07-19,197,https://tk.lenovo.com.cn/product/1001833.html,,
,,,,,,,,,下架,,,,,,128,,,16009238,,,499,其他,其他,其他,加速度-超极盘升级e42ls+128g,,,,,,,,,25,,2018-10-19,255,https://item.lenovo.com.cn/product/1002935.html,,
,,,,,,,,,下架,,,,,,,,,38018850,,,2113,服务,电脑服务,服务包,thinkpad+3年全面保修（上门）（e/s/r/l）,,,,,,,ThinkPad+E/S/R/L增加2年保修（含意外保护及180个城市有限上门服务）;到货后3个工作日内完成注册保修服务，客服电话：4008901566转5,,195,,2018-07-19,199,https://tk.lenovo.com.cn/product/1001834.html,,
lecoo,,,,,,,,,上架,,,,智能摄像机,,,,,le070101002,,,699,电子产品,摄影器材,成长记录仪,联想lecoo“倍爱宝”宝宝成长记录仪a1,,,,,,,,,23,,2018-11-03,259,https://item.lenovo.com.cn/product/1003091.html,,
,,,,,,,,,下架,,,,,,,,,38018884,,,324,服务,电脑服务,延保,thinkpad+电池+延长1年基础保修,,,办公,,,,仅限ThinkPad+X/T系列机型，出厂电池部件保修延长1年,,5987,商务人士,2018-07-19,201,https://tk.lenovo.com.cn/product/1001835.html,,
,,,,,,,固态硬盘,,下架,,,,,,,,,16009229,,,449,电脑配套设备,电脑组件,硬盘,固态硬盘升级服务+128g(ngff接口),,,,,,,,,37,,2018-11-22,265,https://item.lenovo.com.cn/product/1003271.html,,
,,,,,,,,,下架,,,,,,,,,38018846,,,608,服务,电脑服务,延保,thinkpad+2年基础保修（上门）（e/s/r/l）,,,,,,,ThinkPad+E/S/R/L增加1年基础保修（含180个城市有限上门服务）;到货后3个工作日内完成注册保修服务，客服电话：4008901566转5,,100,,2018-07-19,207,https://tk.lenovo.com.cn/product/1001845.html,,
thinkplus,黑色,,,,,,,,上架,,,,,,64,,,36002951,,,499,电子产品,其他数码产品,u盘,thinkplus+指纹优盘+fu100（64gb）黑色,,,办公,,,,,,3,商务人士,2018-12-06,277,https://tk.lenovo.com.cn/product/1003496.html,,
microsoft,,,,,,,,,上架,,,,,,,,,38018828,,,398,软件,应用软件,office正版,microsoft+365+个人版1年,,,,,,,,,269,,2018-07-19,211,https://item.lenovo.com.cn/product/1001854.html,,
,,,,,,,,,上架,,,,,,,,,102001709,,,64,服务,电脑服务,清洁,笔记本深度拆机清洁服务（到店）,,,,,,,不限品牌（苹果除外）为笔记本提供保养维护服务，包含拆机，风扇，键盘、屏幕、机身表面等，到店使用,,32767,,2018-12-11,283,https://item.lenovo.com.cn/product/1003565.html,,
拯救者,,,,,,,,,上架,,,,智能数码,,,,,888018991,,,179,电子产品,其他数码产品,耳机,联想拯救者电竞耳机+thunder+y480,,,游戏,,,,,,128,,2018-07-23,215,https://item.lenovo.com.cn/product/1001894.html,,
联想,,,,,,,,,上架,,,,联想智能插座,,,,,GY60S91542,,,59,家装建材,开关插座产品,插线板,联想智能插座,,,,,,,,,33,,2018-12-11,285,https://item.lenovo.com.cn/product/1003566.html,,
联想,,,,,,,,,上架,,,,智能数码,,,,,GXA0S69617,,,179,电脑配套设备,电脑组件,光驱,联想外置dvd刻录机gp70n,,,,,,,,,21,,2018-07-24,217,https://item.lenovo.com.cn/product/1001897.html,,
,,,,,,,固态硬盘,,下架,,,,,,,,,16009259,,,649,电脑配套设备,电脑组件,硬盘,256g固态硬盘升级服务ngff(80mm),,,,,,,,,5,,2019-01-07,287,https://item.lenovo.com.cn/product/1003766.html,,
小新,,,,,,,,,下架,,,,,,,,,888019427,,,269,礼品箱包,包,背包,小新ndc城际双肩包(兑换专用),,,,,,,,,92,,2018-08-03,223,https://item.lenovo.com.cn/product/1002123.html,,
联想,,,,,,,,,上架,,,,智能数码,,,,,888019177,,,79,礼品箱包,包,背包,联想双肩包q5,,,,,,,,,26,,2019-01-11,291,https://item.lenovo.com.cn/product/1003810.html,,
联想,,,,,,,,,上架,,,,智能数码,,,,,888019293,,,199,电脑配套设备,电脑外设,鼠标,联想大红点m120+pro有线鼠标,,,,,,,,,73,,2018-08-13,225,https://item.lenovo.com.cn/product/1002253.html,,
联想,,,,,,,,,上架,,,,智能数码,,,,,888019176,,,69,礼品箱包,包,背包,联想双肩包q3,,,,,,,,,92,,2019-01-15,293,https://item.lenovo.com.cn/product/1003846.html,,
联想,,,,,,,,,下架,,,,,,,,,31080193,,,59,礼品箱包,包,背包,联想都市简约双肩包b1801+（送电脑远程调修服务）,,,,,,,,,0,,2018-08-16,229,https://item.lenovo.com.cn/product/1002262.html,,
联想,,,,,,,移动硬盘,,上架,,,,智能数码,,2,,,GXB0Q79624,,,469,电脑配套设备,电脑组件,硬盘,联想+usb3.0+移动硬盘f308+黑+2tb,,,办公,,,,,,69,商务人士,2019-01-17,295,https://item.lenovo.com.cn/product/1003902.html,,
yoga,银色,Intel,,1.6GHz,13.95,512,固态硬盘,,下架,,,323.0,,,8,,ddr4,81C4CTO1WW,Windows+10+家庭中文版,正版office家庭和学生版2016,19999,电脑,笔记本,笔记本,yoga+银色,,,,13.9英寸,,,,323.0*223.5*13.95mm,0,,2018-08-22,231,https://item.lenovo.com.cn/product/1002296.html,集成显卡,223.5
联想,,,,,,,,,上架,,,,,,,,,102001703,,,99,服务,电脑服务,维修检测,lenovo+故障检测-上门服务,,,,,,,上门服务为您解决蓝屏死机、系统卡顿，网络配置等软件问题和提供硬件问题解决方案。,,32767,,2019-01-24,297,https://item.lenovo.com.cn/product/1003930.html,,
指思,,,,,,,,,上架,,,,智能数码,,,,,888019658,,,269,电脑配套设备,电脑外设,鼠标,指思智能指纹鼠标(钛白)(兑换专用),,,,,,,,,0,,2018-09-29,239,https://item.lenovo.com.cn/product/1002708.html,,
联想,,,,,,,,,上架,,,,,,,,,102001705,,,99,服务,电脑服务,新机开荒,lenovo+新机开荒-上门服务,,,,,,,上门服务，为您解决新机验机服务，系统调试，驱动安装，网络配置等软件问题,,32767,,2019-01-24,299,https://item.lenovo.com.cn/product/1003931.html,,
联想,,,,,,,,,上架,,,,智能数码,,,,,888018994,,,249,电子产品,其他数码产品,扩音器,联想扩音器+教师小蜜蜂+a660+珊瑚蓝,,,,,,,,,111,,2018-09-30,241,https://item.lenovo.com.cn/product/1002736.html,,
联想,,,,,,,,,上架,,,,,,,,,102001706,,,59,服务,电脑服务,新机开荒,lenovo+新机开荒-到店服务,,,,,,,为客户解决验机服务，系统调试，驱动安装，网络配置等软件问题,,32767,,2019-01-24,303,https://item.lenovo.com.cn/product/1003934.html,,
联想,,,,,,,,,上架,,,,智能数码,,,,,30120043,,,99,家用电器,清洁电器,吸尘器,联想hv01车载吸尘器+汽车两用小型沙发宠物毛清洁手持多功能,,,,,,,,,720,,2018-10-11,243,https://item.lenovo.com.cn/product/1002795.html,,
,,,,,,,,,下架,,,,,,,,,102001708,,,69,服务,电脑服务,安装,pc硬件安装服务（到店）—care服务兑换专用,,,,,,,为用户提供专业的拆机和部件安装服务,,46,,2019-02-14,309,https://tk.lenovo.com.cn/product/1003988.html,,
,,,,,,,,,下架,,,,,,256,,,16009263,,,749,其他,其他,其他,加速度-超极盘升级e42ls+256g,,,,,,,,,1,,2018-10-15,247,https://item.lenovo.com.cn/product/1002836.html,,
联想,,,,,,,,,下架,,,,智能数码,,,,,888014989,,,109,配件,充电类,充电器,联想65w方口电源适配器(cn),,,,,,,,,25,,2019-03-21,323,https://item.lenovo.com.cn/product/1004229.html,,
联想,格调黑，典雅金,,,,7.98,,,,下架,,,155.98,,,128,,,PAED0004CN,,,998,手机整机,手机,手机,联想k5+pro+6gb+128gb+格调黑,6g,128g,,6英寸,,,,155.98*74.98*7.98mm,0,,2018-10-17,251,https://item.lenovo.com.cn/product/1002905.html,,74.98
thinkvision,,,,,,,,,下架,,,,,,,,,61BDGCR3CB,,,1099,电脑配套设备,电脑外设,显示器,联想/thinkvision+23.8英寸1080p高清全金属支架new+x24-20,,,,23.8英寸,IPS,,,,0,,2019-03-21,329,https://item.lenovo.com.cn/product/1004234.html,,
thinkplus,曜石黑,,,,,,,,下架,,,,,,,,,36003062,,,1699,家居用品,厨房用具,杯具,thinkplus+富氢水杯（曜石黑）,,,,,,,,,0,,2018-11-01,257,https://tk.lenovo.com.cn/product/1003083.html,,
联想,灰色,,,,,,移动硬盘,,上架,,,,智能数码,,,,,GXB0H43289,,,399,电脑配套设备,电脑组件,硬盘,联想usb3.0移动硬盘1t+f309+2.5英寸+灰色+磨砂质感+轻巧耐用,,,,,,,,,1,,2019-03-22,351,https://item.lenovo.com.cn/product/1004265.html,,
联想,,,,,,,,,下架,,,,,,,,,31080196,,,69,家装建材,开关插座产品,插线板,联想插线板+p22+（送电脑远程调修服务）,,,,,,,,,0,,2018-11-14,261,https://item.lenovo.com.cn/product/1003170.html,,
thinkplus,暗夜黑,,,,,,,,下架,,,,,,,,,36003168,,,199,配件,充电类,充电器,thinkplus随身充+cta18+5200mah+暗夜黑,,,,,,,,,100,,2019-03-27,355,https://tk.lenovo.com.cn/product/1004294.html,,
thinkplus,,,,,,,,,下架,,,,,,,,,36003081,,,169,配件,充电类,充电器,thinkplus+口红电源+黑+usb-c+65w,,,,,,,,,0,,2018-11-21,263,https://tk.lenovo.com.cn/product/1003210.html,,
拯救者,,,,,,,,,下架,,,,,,,,,888019903,,,2995,礼品箱包,包,背包,拯救者多功能双肩包p1（15.6英寸）,,,,,,,,,49,商务人士,2019-04-02,359,https://item.lenovo.com.cn/product/1004316.html,,
,,,,,,,,,下架,,,,,,,,,38019017,,,624,软件,应用软件,office正版,office+365+business商业版,,,,,,,,,190,,2018-11-30,267,https://tk.lenovo.com.cn/product/1003398.html,,
联想,,,,,,,,,下架,,,,,,,,,GY60T70119,,,199,钟表,表,手表,联想超级飞侠4g定位通话儿童手表（乐迪蓝）整机,,,,,,,,,0,,2019-05-31,367,https://item.lenovo.com.cn/product/1004825.html,,
,,,,,,,,,下架,,,,,,,,,38019018,,,948,软件,应用软件,office正版,office+365+business+premium商业高级版,,,,,,,,,195,,2018-11-30,269,https://tk.lenovo.com.cn/product/1003405.html,,
联想,,,,,,,,,上架,,,,智能数码,,,,,19120022,,,368,家用电器,车用电器,行车记录仪,联想隐藏式行车记录仪lhd002,,,,,,,,,0,,2019-06-03,371,https://item.lenovo.com.cn/product/1004835.html,,
,,,,,,,,,上架,,,,,,,,,102001710,,,39,服务,电脑服务,清洁,笔记本外观清洁服务（到店）,,,,,,,为笔记本提供外观（包含键盘、屏幕、机身表面等）清洁服务，到店使用，支持其他品牌笔记本电脑（苹果除外）,,32767,学生,2018-12-05,271,https://item.lenovo.com.cn/product/1003469.html,,
,,,,,,,,,下架,,,,,,,,ddr4,1011468,,,399,电脑配套设备,电脑组件,内存,ddr4+2666+4g+nb内存,,4g,,,,,,,0,,2019-06-18,375,https://item.lenovo.com.cn/product/1004983.html,,
小新,,,,,,,,,下架,,,,联想小新智能键盘R1,,,,,888019947,,,49,电脑配套设备,电脑外设,键盘,联想小新智能键盘r1,,,,,,,,,30,,2018-12-06,273,https://item.lenovo.com.cn/product/1003489.html,,
,,,,,,,,,下架,,,,,,,,ddr3l,1011466,,,649,电脑配套设备,电脑组件,内存,ddr3l+1600+8g+dt内存,,8g,,,,,,,3,,2019-07-03,381,https://item.lenovo.com.cn/product/1005036.html,,
小新,,,,,,,,,下架,,,,联想小新智能键盘R2,,,,,888019948,,,49,电脑配套设备,电脑外设,键盘,联想小新智能键盘r2,,,,,,,,,0,,2018-12-06,275,https://item.lenovo.com.cn/product/1003490.html,,
thinkplus,,,,,,,,,下架,,,,,,,,,36003155,,,199,电脑配套设备,转接器及线材,转换器,thinkplus+usb-c千机+视频转换器,,,,,,,,,2,,2019-07-05,387,https://tk.lenovo.com.cn/product/1005049.html,,
thinkplus,珊瑚红,,,,,,,,下架,,,,,,,,,4XD0T04868,,,199,电子产品,其他数码产品,耳机,thinkplus+pods+one蓝牙运动耳机（珊瑚红）,,,,,,pods,,,17,,2018-12-07,279,https://tk.lenovo.com.cn/product/1003510.html,,
联想,,,,,,,,,上架,,,,智能数码,,,,,888021237,,,139,电脑配套设备,转接器及线材,转换器,联想type-c转hdmi/vga+一转六转通用拓展坞c06转换器,,,办公,,,,,,98,商务人士,2019-07-31,401,https://item.lenovo.com.cn/product/1005399.html,,
thinkplus,曜石黑,,,,,,,,下架,,,,,,,,,4XD0T44459,,,199,电子产品,其他数码产品,耳机,thinkplus+pods+one蓝牙运动耳机（曜石黑）,,,,,,pods,,,26,,2018-12-07,281,https://tk.lenovo.com.cn/product/1003511.html,,
thinkplus,,,,,,,,,下架,,,,,,,,,36003172,,,55,电脑配套设备,电脑外设,鼠标,thinkplus无线鼠标e3,,,,,,,,,22,,2019-08-05,405,https://tk.lenovo.com.cn/product/1005439.html,,
联想,,,,,,,,,下架,,,,智能数码,,,,,888019710,,,1899,电子产品,其他数码产品,音箱,联想智能k歌影音娱乐一体音响-普通版,,,,,,,,,0,,2019-01-09,289,https://item.lenovo.com.cn/product/1003787.html,,
联想,,,,,,,,,上架,,,,,,,,,102001704,,,59,服务,电脑服务,维修检测,【lenovo】故障检测-到店服务,,,,,,,为客户解决蓝屏死机、系统卡顿，网络配置等软件问题和提供硬件问题解决方案。,,32767,,2019-01-24,301,https://item.lenovo.com.cn/product/1003933.html,,
联想,,,,,,,,,上架,,,,,,,,,102001708,,,59,服务,电脑服务,安装,lenovo+硬件安装-到店服务（含显卡、cpu等）,,,,,,,为用户提供专业的拆机和部件安装服务,,32767,,2019-01-24,305,https://item.lenovo.com.cn/product/1003935.html,,
联想,,,,,,,,,上架,,,,智能数码,,,,,GX30L45607,,,939,产品套装,电子产品套装,键鼠套装,联想kn100无线键鼠套装,,,办公,,,,,,35,商务人士,2019-02-12,307,https://item.lenovo.com.cn/product/1003980.html,,
,,,,,,,,,下架,,,,,,,,,38014240,,,400,服务,电脑服务,恢复,远程数据恢复服务预付—（care服务兑换专用）,,,,,,,联想远程数据恢复，恢复成功率高达92%，不成功不收费，此产品购买前请先联系在线客服。【特别说明】服务范围：+机械硬盘、U盘、SD卡；+服务内容：+1.误删除+；2.误格式化；+3.误装系统+；4.提示未格式化；+5.U盘数据丢失；+6.磁盘变成RAW属性；+7.分区丢失；+8.回收站清空；+9.分区转换导致文件丢失；10.内存卡数据丢失；11.电脑只剩C盘；12.提示文件或目录损坏；13.其他情况造成的文件丢失。电话：4009908888按4按5按2,,43,,2019-02-14,311,https://tk.lenovo.com.cn/product/1003990.html,,
小新,,AMD,,2.2GHz,18.9,512,固态硬盘,,下架,amd,,,,,8,,,81QY0000CD,Windows+10+家庭中文版,正版Office家庭和学生版,5199,电脑,笔记本,笔记本,小新+潮7000+14.0英寸轻薄笔记本+极光银,,,,14英寸,,潮,,,0,,2019-03-01,317,https://item.lenovo.com.cn/product/1004115.html,集成显卡,
拯救者,,,,,,,,,下架,,,,,,,,,888020765,,,349,礼品箱包,包,背包,拯救者多功能双肩包+p1（17.3英寸）,,,,,,,,,0,商务人士,2019-03-04,319,https://item.lenovo.com.cn/product/1004118.html,,
联想,,,,,,,,,下架,,,,智能数码,,,,,dsp20190308,,,1499,其他,其他,其他,联想车载汽车功放dsp音频处理器,,,,,,,,,0,,2019-03-12,321,https://item.lenovo.com.cn/product/1004173.html,,
联想,,,,,,,,,下架,,,,智能数码,,,,,GX20K11835,,,89,配件,充电类,充电器,联想45w墙插式电源适配器,,,,,,,,,0,,2019-03-21,325,https://item.lenovo.com.cn/product/1004230.html,,
联想,,,,,,,,,下架,,,,智能数码,,,,,888014990,,,149,配件,充电类,充电器,联想90w笔记本电源适配器(方形dc),,,,,,,,,4,,2019-03-21,327,https://item.lenovo.com.cn/product/1004231.html,,
thinkvision,,,,,,,,,下架,,,,,,,,,61C7MCR1CB,,,1199,电脑配套设备,电脑外设,显示器,联想/thinkvision+27英寸ips技术支持壁挂商用办公电脑显示器s27i,,,,,,,,,0,,2019-03-21,331,https://item.lenovo.com.cn/product/1004235.html,,
thinkvision,,,,,,,,,下架,,,,,,,,,61BBMCR6CB,,,1399,电脑配套设备,电脑外设,显示器,联想/thinkvision+t22v+21.5英寸+升降旋转+电脑显示器,,,,21.5英寸,IPS,t,,,0,,2019-03-21,333,https://item.lenovo.com.cn/product/1004237.html,,
thinkvision,,,,,,,,,下架,,,,,,,,,61C4HCR6CB,,,899,电脑配套设备,电脑外设,显示器,联想/thinkvision+22.5英寸16:10商用电脑办公显示器s23d,,,,,,,,,0,,2019-03-22,335,https://item.lenovo.com.cn/product/1004240.html,,
联想,,,,,,,,,上架,,,,智能数码,,,,,888012500,,,679,电脑配套设备,电脑外设,键盘,联想有线键盘k5819(中国-黑),,,,,,,,,75,,2019-03-22,337,https://item.lenovo.com.cn/product/1004247.html,,
联想,,,,,,,,,上架,,,,智能数码,,,,,888019294,,,289,电脑配套设备,电脑外设,鼠标,联想大红点m120+pro无线鼠标,,,,,,,,,113,,2019-03-22,339,https://item.lenovo.com.cn/product/1004249.html,,
联想,,,,,,,,,上架,,,,智能数码,,,,,888019784,,,589,产品套装,电子产品套装,键鼠套装,联想kn101无线键鼠套装,,,,,,,,,123,,2019-03-22,341,https://item.lenovo.com.cn/product/1004252.html,,
联想,,,,,,,,,上架,,,,智能数码,,,,,888016627,,,449,电脑配套设备,电脑外设,鼠标,联想多功能鼠标m300(黑),,,,,,,,,27,,2019-03-22,343,https://item.lenovo.com.cn/product/1004253.html,,
联想,,,,,,,,,下架,,,,智能数码,,,,,GXA0M42562,,,199,电脑配套设备,电脑组件,光驱,联想刻录光驱db75+plus,,,,,,,,,2,,2019-03-22,345,https://item.lenovo.com.cn/product/1004254.html,,
联想,,,,,,,,,下架,,,,智能数码,,,,,888012501,,,679,电脑配套设备,电脑外设,键盘,联想有线键盘k5819(中国-白),,,,,,,,,0,,2019-03-22,347,https://item.lenovo.com.cn/product/1004255.html,,
联想,灰色,,,,,,移动硬盘,,上架,,,,智能数码,,,,,GXB0K82813,,,539,电脑配套设备,电脑组件,硬盘,联想usb3.0移动硬盘2t+f309+2.5英寸+灰色+磨砂质感+轻巧耐用,,,,,,,,,7,,2019-03-22,349,https://item.lenovo.com.cn/product/1004262.html,,
thinkplus,魅惑红,,,,,,,,下架,,,,,,,,,36003167,,,149,配件,充电类,充电器,thinkplus随身充+cta18+5200mah+魅惑红,,,,,,,,,0,,2019-03-27,353,https://tk.lenovo.com.cn/product/1004293.html,,
,,,,,,,,,下架,,,,,,,,,31082931,,,29,服务,电脑服务,清洁,联想清洁套装c01,,,,,,,天然提炼，不含酒精，易挥发，强力去污，清洁彻底，不留水痕，无腐蚀性，可保持屏幕光洁明亮，并在屏幕表面形成一层保护涂层，防止产生静电，使屏幕不易吸附灰尘。手机、Pad、液晶屏等多设备通用。,,0,,2019-03-27,357,https://item.lenovo.com.cn/product/1004296.html,,
,,,,,,,,,下架,,,,,,,,,38015137,,,489,服务,电脑服务,延保,thinkpad+延长2年基础保修（t/x/a）,,,办公,,,,延长2年保修，全国联保、原厂部件、免费维修。,,892,商务人士,2019-04-11,361,https://item.lenovo.com.cn/product/1004377.html,,
,,,,,,,,thinkplus多档折叠支架,下架,,,,,,,,,888020693,,,129,配件,支架,支架,拯救者铝合金散热支架z2,,,,,,,,,15,,2019-04-28,363,https://item.lenovo.com.cn/product/1004532.html,,
,,,,,,,,,下架,,,,,,128,,,16009233,,,449,其他,其他,其他,加速度-超极盘升级c80ls+128g,,,,,,,,,59,,2019-06-03,369,https://item.lenovo.com.cn/product/1004834.html,,
联想,,,,,,,,,下架,,,,智能数码,,,,,888021232,,,99,电脑配套设备,转接器及线材,转换器,联想+c02+type-c转hdmi/vga二合一通用拓展坞+投屏接电视投影仪,,,,,,,,,2,,2019-06-17,373,https://item.lenovo.com.cn/product/1004939.html,,
,,,,,,,,,下架,,,,,,,,ddr4,1011469,,,399,电脑配套设备,电脑组件,内存,ddr4+2666+4g+dt内存,,4g,,,,,,,0,,2019-06-25,377,https://item.lenovo.com.cn/product/1005002.html,,
,,,,,,,,,下架,,,,,,,,ddr3l,1011465,,,399,电脑配套设备,电脑组件,内存,ddr3l+1600+4g+dt内存,,4g,,,,,,,11,,2019-07-03,379,https://item.lenovo.com.cn/product/1005035.html,,
thinkplus,,,,,,,,,下架,,,,,,,,,36003161,,,169,配件,充电类,充电器,thinkplus随身充+全球旅行充电器(jy-304)黑,,,办公,,,,,,1,商务人士,2019-07-05,383,https://tk.lenovo.com.cn/product/1005046.html,,
thinkplus,,,,,,,,,下架,,,,,,,,,36003154,,,898,电脑配套设备,转接器及线材,转换器,thinkplus+usb-c超薄扩展坞,,,办公,,,,,,0,商务人士,2019-07-05,385,https://tk.lenovo.com.cn/product/1005048.html,,
摩托罗拉,琥珀咖,,,,8.7,,,,下架,,,160.1,,,128,,,PAFS0001CN,,,2299,手机整机,手机,手机,motorola+p50+6gb+128gb+琥珀咖,6g,128g,,,,p,,160.1*71.2*8.7mm,0,,2019-07-11,389,https://item.lenovo.com.cn/product/1005106.html,,71.2
thinkplus,,,,,,,,,上架,,,,智能设备,,,,,4XH0W00969,,,1499,家装建材,灯饰,台灯,thinkplus自然光谱台灯智雅版,,,,,,,,,5,,2019-07-11,391,https://tk.lenovo.com.cn/product/1005107.html,,
